gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000253767	NA	4	3.0	NA	NA
ENSG00000253771	NA	102	73.0	NA	NA
ENSG00000253797	NA	28	11.0	NA	NA
ENSG00000253816	NA	4	NA	NA	NA
ENSG00000253824	NA	15	9.0	NA	NA
ENSG00000253829	NA	24	11.0	NA	NA
ENSG00000253833	NA	3	3.0	NA	NA
ENSG00000253837	NA	57	28.0	NA	NA
ENSG00000253839	NA	28	13.0	NA	NA
ENSG00000253846	NA	20	7.0	NA	NA
ENSG00000253849	NA	48	11.0	NA	NA
ENSG00000253853	NA	33	14.0	NA	NA
ENSG00000253869	NA	27	25.0	NA	NA
ENSG00000253873	NA	17	12.0	NA	NA
ENSG00000253875	NA	20	19.0	NA	NA
ENSG00000253877	NA	9	7.0	NA	NA
ENSG00000253882	NA	31	16.0	NA	NA
ENSG00000253910	NA	31	20.0	NA	NA
ENSG00000253919	NA	42	22.0	NA	NA
ENSG00000253932	NA	40	28.0	NA	NA
ENSG00000253948	NA	14	7.0	NA	NA
ENSG00000253953	NA	13	11.0	NA	NA
ENSG00000253954	NA	35	22.0	NA	NA
ENSG00000253958	NA	29	18.0	NA	NA
ENSG00000253965	NA	6	4.0	NA	NA
ENSG00000253973	NA	40	13.0	NA	NA
ENSG00000253982	NA	33	21.0	NA	NA
ENSG00000254004	NA	25	19.0	NA	NA
ENSG00000254028	NA	7	6.0	NA	NA
ENSG00000254031	NA	72	61.0	NA	NA
ENSG00000254035	NA	17	11.0	NA	NA
ENSG00000254040	NA	34	19.0	NA	NA
ENSG00000254081	NA	68	37.0	NA	NA
ENSG00000254087	NA	46	21.0	NA	NA
ENSG00000254088	NA	4	4.0	NA	NA
ENSG00000254092	NA	24	17.0	NA	NA
ENSG00000254093	NA	23	13.0	NA	NA
ENSG00000254101	NA	48	30.0	NA	NA
ENSG00000254102	NA	54	30.0	NA	NA
ENSG00000254122	NA	24	10.0	NA	NA
ENSG00000254126	NA	24	18.0	NA	NA
ENSG00000254131	NA	49	24.0	NA	NA
ENSG00000254139	NA	51	41.0	NA	NA
ENSG00000254154	NA	109	57.0	NA	NA
ENSG00000254180	NA	31	11.0	NA	NA
ENSG00000254184	NA	55	33.0	NA	NA
ENSG00000254187	NA	5	5.0	NA	NA
ENSG00000254206	NA	46	18.0	NA	NA
ENSG00000254213	NA	45	21.0	NA	NA
ENSG00000254221	NA	22	12.0	NA	NA
ENSG00000254226	NA	19	11.0	NA	NA
ENSG00000254231	NA	17	10.0	NA	NA
ENSG00000254239	NA	1	1.0	NA	NA
ENSG00000254245	NA	39	20.0	NA	NA
ENSG00000254251	NA	5	4.0	NA	NA
ENSG00000254276	NA	25	11.0	NA	NA
ENSG00000254281	NA	37	23.0	NA	NA
ENSG00000254319	NA	11	8.0	NA	NA
ENSG00000254343	NA	12	12.0	NA	NA
ENSG00000254349	NA	5	5.0	NA	NA
ENSG00000254352	NA	28	18.0	NA	NA
ENSG00000254353	NA	54	20.0	NA	NA
ENSG00000254361	NA	47	26.0	NA	NA
ENSG00000254377	NA	25	20.0	NA	NA
ENSG00000254396	NA	13	4.0	NA	NA
ENSG00000254402	NA	32	18.0	NA	NA
ENSG00000254413	NA	36	19.0	NA	NA
ENSG00000254415	NA	64	39.0	NA	NA
ENSG00000254420	NA	25	10.0	NA	NA
ENSG00000254423	NA	34	23.0	NA	NA
ENSG00000254427	NA	83	50.0	NA	NA
ENSG00000254454	NA	13	12.0	NA	NA
ENSG00000254459	NA	46	38.0	NA	NA
ENSG00000254470	NA	15	10.0	NA	NA
ENSG00000254473	NA	15	15.0	NA	NA
ENSG00000254485	NA	42	28.0	NA	NA
ENSG00000254498	NA	20	12.0	NA	NA
ENSG00000254505	NA	17	16.0	NA	NA
ENSG00000254506	NA	31	19.0	NA	NA
ENSG00000254507	NA	39	23.0	NA	NA
ENSG00000254527	NA	51	29.0	NA	NA
ENSG00000254531	NA	55	28.0	NA	NA
ENSG00000254537	NA	8	6.0	NA	NA
ENSG00000254542	NA	19	15.0	NA	NA
ENSG00000254547	NA	12	9.0	NA	NA
ENSG00000254551	NA	13	12.0	NA	NA
ENSG00000254556	NA	10	10.0	NA	NA
ENSG00000254561	NA	39	29.0	NA	NA
ENSG00000254579	NA	7	5.0	NA	NA
ENSG00000254582	NA	13	7.0	NA	NA
ENSG00000254602	NA	6	4.0	NA	NA
ENSG00000254614	NA	8	7.0	NA	NA
ENSG00000254615	NA	14	8.0	NA	NA
ENSG00000254634	NA	41	24.0	NA	NA
ENSG00000254635	NA	47	37.0	NA	NA
ENSG00000254665	NA	7	6.0	NA	NA
ENSG00000254670	NA	18	8.0	NA	NA
ENSG00000254682	NA	103	61.0	NA	NA
ENSG00000254685	NA	89	78.0	NA	NA
ENSG00000254731	NA	4	4.0	NA	NA
ENSG00000254744	NA	15	12.0	NA	NA
ENSG00000254746	NA	91	44.0	NA	NA
ENSG00000254759	NA	3	3.0	NA	NA
ENSG00000254781	NA	30	17.0	NA	NA
ENSG00000254800	NA	16	8.0	NA	NA
ENSG00000254806	NA	18	8.0	NA	NA
ENSG00000254827	NA	22	16.0	NA	NA
ENSG00000254835	NA	14	5.0	NA	NA
ENSG00000254837	NA	25	15.0	NA	NA
ENSG00000254838	NA	91	57.0	NA	NA
ENSG00000254852	NA	94	47.0	NA	NA
ENSG00000254854	NA	7	6.0	NA	NA
ENSG00000254855	NA	5	2.0	NA	NA
ENSG00000254858	NA	14	13.0	NA	NA
ENSG00000254859	NA	18	12.0	NA	NA
ENSG00000254860	NA	36	22.0	NA	NA
ENSG00000254867	NA	6	6.0	NA	NA
ENSG00000254870	NA	5	4.0	NA	NA
ENSG00000254876	NA	29	15.0	NA	NA
ENSG00000254890	NA	28	19.0	NA	NA
ENSG00000254893	NA	28	23.0	NA	NA
ENSG00000254896	NA	43	24.0	NA	NA
ENSG00000254901	NA	18	14.0	NA	NA
ENSG00000254907	NA	18	17.0	NA	NA
ENSG00000254912	NA	52	22.0	NA	NA
ENSG00000254919	NA	34	17.0	NA	NA
ENSG00000254923	NA	16	10.0	NA	NA
ENSG00000254929	NA	42	25.0	NA	NA
ENSG00000254941	NA	12	8.0	NA	NA
ENSG00000254944	NA	13	12.0	NA	NA
ENSG00000254973	NA	16	11.0	NA	NA
ENSG00000254974	NA	41	26.0	NA	NA
ENSG00000254986	NA	21	4.0	NA	NA
ENSG00000254995	NA	32	21.0	NA	NA
ENSG00000254997	NA	45	25.0	NA	NA
ENSG00000254999	NA	31	26.0	NA	NA
ENSG00000255000	NA	6	6.0	NA	NA
ENSG00000255015	NA	14	12.0	NA	NA
ENSG00000255020	NA	67	41.0	NA	NA
ENSG00000255025	NA	2	1.0	NA	NA
ENSG00000255036	NA	58	34.0	NA	NA
ENSG00000255046	NA	25	12.0	NA	NA
ENSG00000255052	NA	53	29.0	NA	NA
ENSG00000255087	NA	61	41.0	NA	NA
ENSG00000255098	NA	16	10.0	NA	NA
ENSG00000255101	NA	4	3.0	NA	NA
ENSG00000255104	NA	64	39.0	NA	NA
ENSG00000255112	NA	35	20.0	NA	NA
ENSG00000255129	NA	14	11.0	NA	NA
ENSG00000255135	NA	11	6.0	NA	NA
ENSG00000255136	NA	45	20.0	NA	NA
ENSG00000255139	NA	26	7.0	NA	NA
ENSG00000255145	NA	12	8.0	NA	NA
ENSG00000255150	NA	22	12.0	NA	NA
ENSG00000255153	NA	60	17.0	NA	NA
ENSG00000255162	NA	101	31.0	NA	NA
ENSG00000255168	NA	12	NA	NA	NA
ENSG00000255174	NA	13	6.0	NA	NA
ENSG00000255182	NA	9	7.0	NA	NA
ENSG00000255190	NA	61	28.0	NA	NA
ENSG00000255197	NA	46	9.0	NA	NA
ENSG00000255198	NA	38	17.0	NA	NA
ENSG00000255200	NA	24	15.0	NA	NA
ENSG00000255219	NA	7	7.0	NA	NA
ENSG00000255224	NA	7	7.0	NA	NA
ENSG00000255248	NA	26	16.0	NA	NA
ENSG00000255277	NA	1	NA	NA	NA
ENSG00000255284	NA	20	13.0	NA	NA
ENSG00000255310	NA	13	13.0	NA	NA
ENSG00000255320	NA	49	22.0	NA	NA
ENSG00000255326	NA	13	10.0	NA	NA
ENSG00000255330	NA	12	11.0	NA	NA
ENSG00000255339	NA	12	12.0	NA	NA
ENSG00000255346	NA	38	30.0	NA	NA
ENSG00000255366	NA	15	14.0	NA	NA
ENSG00000255374	NA	49	30.0	NA	NA
ENSG00000255389	NA	153	77.0	NA	NA
ENSG00000255403	NA	38	7.0	NA	NA
ENSG00000255408	NA	28	16.0	NA	NA
ENSG00000255418	NA	16	14.0	NA	NA
ENSG00000255423	NA	3	3.0	NA	NA
ENSG00000255442	NA	32	16.0	NA	NA
ENSG00000255445	NA	5	1.0	NA	NA
ENSG00000255449	NA	19	10.0	NA	NA
ENSG00000255455	NA	57	32.0	NA	NA
ENSG00000255471	NA	30	19.0	NA	NA
ENSG00000255492	NA	19	13.0	NA	NA
ENSG00000255495	NA	73	40.0	NA	NA
ENSG00000255513	NA	9	9.0	NA	NA
ENSG00000255517	NA	12	3.0	NA	NA
ENSG00000255529	NA	98	49.0	NA	NA
ENSG00000255545	NA	53	45.0	NA	NA
ENSG00000255556	NA	29	23.0	NA	NA
ENSG00000255557	NA	5	5.0	NA	NA
ENSG00000255559	NA	18	12.0	NA	NA
ENSG00000255561	NA	40	27.0	NA	NA
ENSG00000255568	NA	18	9.0	NA	NA
ENSG00000255571	NA	13	10.0	NA	NA
ENSG00000255583	NA	27	13.0	NA	NA
ENSG00000255595	NA	56	44.0	NA	NA
ENSG00000255618	NA	9	2.0	NA	NA
ENSG00000255622	NA	45	17.0	NA	NA
ENSG00000255633	NA	25	23.0	NA	NA
ENSG00000255641	NA	60	35.0	NA	NA
ENSG00000255642	NA	59	32.0	NA	NA
ENSG00000255670	NA	35	23.0	NA	NA
ENSG00000255690	NA	37	20.0	NA	NA
ENSG00000255693	NA	173	72.0	NA	NA
ENSG00000255717	NA	52	25.0	NA	NA
ENSG00000255733	NA	25	17.0	NA	NA
ENSG00000255735	NA	17	11.0	NA	NA
ENSG00000255737	NA	4	3.0	NA	NA
ENSG00000255748	NA	3	3.0	NA	NA
ENSG00000255769	NA	110	34.0	NA	NA
ENSG00000255782	NA	9	9.0	NA	NA
ENSG00000255794	NA	45	26.0	NA	NA
ENSG00000255813	NA	22	11.0	NA	NA
ENSG00000255819	NA	36	24.0	NA	NA
ENSG00000255831	NA	13	13.0	NA	NA
ENSG00000255836	NA	18	15.0	NA	NA
ENSG00000255837	NA	25	24.0	NA	NA
ENSG00000255853	NA	38	33.0	NA	NA
ENSG00000255856	NA	6	5.0	NA	NA
ENSG00000255857	NA	2	2.0	NA	NA
ENSG00000255874	NA	19	10.0	NA	NA
ENSG00000255893	NA	26	23.0	NA	NA
ENSG00000255929	NA	55	13.0	NA	NA
ENSG00000256008	NA	9	4.0	NA	NA
ENSG00000256019	NA	77	41.0	NA	NA
ENSG00000256028	NA	6	4.0	NA	NA
ENSG00000256029	NA	59	36.0	NA	NA
ENSG00000256043	NA	58	34.0	NA	NA
ENSG00000256050	NA	68	43.0	NA	NA
ENSG00000256053	NA	81	40.0	NA	NA
ENSG00000256060	NA	3	3.0	NA	NA
ENSG00000256061	NA	64	37.0	NA	NA
ENSG00000256069	NA	45	45.0	NA	NA
ENSG00000256073	NA	27	11.0	NA	NA
ENSG00000256087	NA	35	22.0	NA	NA
ENSG00000256092	NA	12	3.0	NA	NA
ENSG00000256162	NA	25	20.0	NA	NA
ENSG00000256181	NA	3	3.0	NA	NA
ENSG00000256188	NA	37	22.0	NA	NA
ENSG00000256193	NA	47	35.0	NA	NA
ENSG00000256238	NA	2	2.0	NA	NA
ENSG00000256250	NA	13	13.0	NA	NA
ENSG00000256268	NA	8	3.0	NA	NA
ENSG00000256269	NA	45	29.0	NA	NA
ENSG00000256274	NA	106	67.0	NA	NA
ENSG00000256310	NA	48	43.0	NA	NA
ENSG00000256321	NA	30	15.0	NA	NA
ENSG00000256340	NA	30	15.0	NA	NA
ENSG00000256377	NA	22	12.0	NA	NA
ENSG00000256383	NA	12	11.0	NA	NA
ENSG00000256391	NA	10	7.0	NA	NA
ENSG00000256407	NA	6	5.0	NA	NA
ENSG00000256420	NA	24	17.0	NA	NA
ENSG00000256422	NA	29	18.0	NA	NA
ENSG00000256436	NA	67	48.0	NA	NA
ENSG00000256463	NA	1	1.0	NA	NA
ENSG00000256466	NA	8	5.0	NA	NA
ENSG00000256500	NA	25	11.0	NA	NA
ENSG00000256515	NA	62	28.0	NA	NA
ENSG00000256538	NA	30	8.0	NA	NA
ENSG00000256552	NA	3	2.0	NA	NA
ENSG00000256576	NA	32	24.0	NA	NA
ENSG00000256581	NA	58	43.0	NA	NA
ENSG00000256589	NA	16	7.0	NA	NA
ENSG00000256594	NA	85	54.0	NA	NA
ENSG00000256596	NA	4	3.0	NA	NA
ENSG00000256604	NA	14	13.0	NA	NA
ENSG00000256612	NA	90	54.0	NA	NA
ENSG00000256616	NA	154	72.0	NA	NA
ENSG00000256625	NA	82	63.0	NA	NA
ENSG00000256628	NA	16	9.0	NA	NA
ENSG00000256629	NA	15	10.0	NA	NA
ENSG00000256637	NA	1	1.0	NA	NA
ENSG00000256646	NA	20	11.0	NA	NA
ENSG00000256651	NA	22	14.0	NA	NA
ENSG00000256667	NA	61	41.0	NA	NA
ENSG00000256682	NA	26	17.0	NA	NA
ENSG00000256683	NA	1	1.0	NA	NA
ENSG00000256751	NA	23	17.0	NA	NA
ENSG00000256762	NA	5	4.0	NA	NA
ENSG00000256771	NA	34	25.0	NA	NA
ENSG00000256802	NA	16	12.0	NA	NA
ENSG00000256806	NA	22	21.0	NA	NA
ENSG00000256810	NA	33	27.0	NA	NA
ENSG00000256847	NA	18	17.0	NA	NA
ENSG00000256870	NA	85	46.0	NA	NA
ENSG00000256894	NA	4	3.0	NA	NA
ENSG00000256967	NA	9	8.0	NA	NA
ENSG00000256972	NA	21	14.0	NA	NA
ENSG00000256980	NA	38	23.0	NA	NA
ENSG00000256981	NA	17	15.0	NA	NA
ENSG00000256982	NA	19	11.0	NA	NA
ENSG00000256989	NA	29	24.0	NA	NA
ENSG00000256995	NA	41	24.0	NA	NA
ENSG00000257017	NA	19	11.0	NA	NA
ENSG00000257026	NA	5	2.0	NA	NA
ENSG00000257027	NA	43	38.0	NA	NA
ENSG00000257052	NA	47	20.0	NA	NA
ENSG00000257057	NA	19	7.0	NA	NA
ENSG00000257060	NA	63	46.0	NA	NA
ENSG00000257061	NA	43	36.0	NA	NA
ENSG00000257069	NA	9	7.0	NA	NA
ENSG00000257073	NA	31	24.0	NA	NA
ENSG00000257086	NA	22	12.0	NA	NA
ENSG00000257093	NA	23	12.0	NA	NA
ENSG00000257103	NA	24	16.0	NA	NA
ENSG00000257108	NA	20	19.0	NA	NA
ENSG00000257126	NA	13	9.0	NA	NA
ENSG00000257139	NA	17	15.0	NA	NA
ENSG00000257151	NA	5	5.0	NA	NA
ENSG00000257159	NA	4	4.0	NA	NA
ENSG00000257176	NA	26	19.0	NA	NA
ENSG00000257194	NA	31	15.0	NA	NA
ENSG00000257218	NA	109	53.0	NA	NA
ENSG00000257225	NA	15	14.0	NA	NA
ENSG00000257239	NA	16	14.0	NA	NA
ENSG00000257246	NA	1	1.0	NA	NA
ENSG00000257252	NA	21	18.0	NA	NA
ENSG00000257261	NA	5	5.0	NA	NA
ENSG00000257267	NA	64	24.0	NA	NA
ENSG00000257272	NA	2	2.0	NA	NA
ENSG00000257277	NA	30	14.0	NA	NA
ENSG00000257279	NA	21	15.0	NA	NA
ENSG00000257285	NA	43	29.0	NA	NA
ENSG00000257302	NA	19	14.0	NA	NA
ENSG00000257319	NA	19	10.0	NA	NA
ENSG00000257322	NA	40	15.0	NA	NA
ENSG00000257335	NA	43	28.0	NA	NA
ENSG00000257381	NA	5	3.0	NA	NA
ENSG00000257433	NA	72	28.0	NA	NA
ENSG00000257482	NA	20	14.0	NA	NA
ENSG00000257497	NA	15	15.0	NA	NA
ENSG00000257499	NA	72	40.0	NA	NA
ENSG00000257501	NA	19	13.0	NA	NA
ENSG00000257511	NA	45	43.0	NA	NA
ENSG00000257522	NA	17	9.0	NA	NA
ENSG00000257542	NA	34	21.0	NA	NA
ENSG00000257551	NA	24	22.0	NA	NA
ENSG00000257556	NA	19	10.0	NA	NA
ENSG00000257576	NA	25	13.0	NA	NA
ENSG00000257585	NA	32	9.0	NA	NA
ENSG00000257594	NA	10	9.0	NA	NA
ENSG00000257596	NA	1	NA	NA	NA
ENSG00000257607	NA	3	2.0	NA	NA
ENSG00000257613	NA	25	23.0	NA	NA
ENSG00000257621	NA	22	5.0	NA	NA
ENSG00000257640	NA	49	32.0	NA	NA
ENSG00000257643	NA	23	11.0	NA	NA
ENSG00000257657	NA	11	9.0	NA	NA
ENSG00000257681	NA	24	21.0	NA	NA
ENSG00000257698	NA	9	6.0	NA	NA
ENSG00000257704	NA	10	9.0	NA	NA
ENSG00000257718	NA	33	21.0	NA	NA
ENSG00000257727	NA	47	1.0	NA	NA
ENSG00000257735	NA	31	19.0	NA	NA
ENSG00000257742	NA	48	19.0	NA	NA
ENSG00000257763	NA	5	3.0	NA	NA
ENSG00000257800	NA	32	18.0	NA	NA
ENSG00000257815	NA	87	70.0	NA	NA
ENSG00000257859	NA	41	29.0	NA	NA
ENSG00000257877	NA	6	NA	NA	NA
ENSG00000257890	NA	47	28.0	NA	NA
ENSG00000257921	NA	9	4.0	NA	NA
ENSG00000257923	NA	13	11.0	NA	NA
ENSG00000257949	NA	55	32.0	NA	NA
ENSG00000257950	NA	4	3.0	NA	NA
ENSG00000257954	NA	8	7.0	NA	NA
ENSG00000257999	NA	22	19.0	NA	NA
ENSG00000258007	NA	7	6.0	NA	NA
ENSG00000258017	NA	25	15.0	NA	NA
ENSG00000258033	NA	24	14.0	NA	NA
ENSG00000258057	NA	8	5.0	NA	NA
ENSG00000258072	NA	52	31.0	NA	NA
ENSG00000258130	NA	15	6.0	NA	NA
ENSG00000258178	NA	32	12.0	NA	NA
ENSG00000258185	NA	3	3.0	NA	NA
ENSG00000258227	NA	20	12.0	NA	NA
ENSG00000258230	NA	15	12.0	NA	NA
ENSG00000258232	NA	35	24.0	NA	NA
ENSG00000258240	NA	12	11.0	NA	NA
ENSG00000258279	NA	77	45.0	NA	NA
ENSG00000258289	NA	75	56.0	NA	NA
ENSG00000258297	NA	4	3.0	NA	NA
ENSG00000258301	NA	16	13.0	NA	NA
ENSG00000258302	NA	8	8.0	NA	NA
ENSG00000258311	NA	89	34.0	NA	NA
ENSG00000258336	NA	5	4.0	NA	NA
ENSG00000258365	NA	78	40.0	NA	NA
ENSG00000258366	NA	7	4.0	NA	NA
ENSG00000258405	NA	50	43.0	NA	NA
ENSG00000258408	NA	76	29.0	NA	NA
ENSG00000258413	NA	26	21.0	NA	NA
ENSG00000258418	NA	10	9.0	NA	NA
ENSG00000258424	NA	1	NA	NA	NA
ENSG00000258429	NA	31	21.0	NA	NA
ENSG00000258441	NA	36	31.0	NA	NA
ENSG00000258458	NA	28	24.0	NA	NA
ENSG00000258461	NA	8	4.0	NA	NA
ENSG00000258480	NA	48	14.0	NA	NA
ENSG00000258515	NA	10	8.0	NA	NA
ENSG00000258517	NA	14	5.0	NA	NA
ENSG00000258525	NA	5	4.0	NA	NA
ENSG00000258536	NA	10	9.0	NA	NA
ENSG00000258548	NA	46	29.0	NA	NA
ENSG00000258561	NA	26	6.0	NA	NA
ENSG00000258603	NA	37	21.0	NA	NA
ENSG00000258634	NA	15	6.0	NA	NA
ENSG00000258636	NA	28	12.0	NA	NA
ENSG00000258644	NA	1	NA	NA	NA
ENSG00000258645	NA	2	2.0	NA	NA
ENSG00000258647	NA	61	31.0	NA	NA
ENSG00000258653	NA	27	13.0	NA	NA
ENSG00000258695	NA	5	4.0	NA	NA
ENSG00000258701	NA	52	35.0	NA	NA
ENSG00000258702	NA	126	70.0	NA	NA
ENSG00000258704	NA	18	8.0	NA	NA
ENSG00000258708	NA	51	32.0	NA	NA
ENSG00000258716	NA	9	8.0	NA	NA
ENSG00000258731	NA	22	13.0	NA	NA
ENSG00000258733	NA	1	NA	NA	NA
ENSG00000258736	NA	8	7.0	NA	NA
ENSG00000258738	NA	11	7.0	NA	NA
ENSG00000258741	NA	35	24.0	NA	NA
ENSG00000258768	NA	94	52.0	NA	NA
ENSG00000258782	NA	9	6.0	NA	NA
ENSG00000258789	NA	18	17.0	NA	NA
ENSG00000258794	NA	20	14.0	NA	NA
ENSG00000258818	NA	73	38.0	NA	NA
ENSG00000258824	NA	20	9.0	NA	NA
ENSG00000258838	NA	7	5.0	NA	NA
ENSG00000258839	NA	41	16.0	NA	NA
ENSG00000258844	NA	25	15.0	NA	NA
ENSG00000258867	NA	13	9.0	NA	NA
ENSG00000258882	NA	21	12.0	NA	NA
ENSG00000258929	NA	63	32.0	NA	NA
ENSG00000258940	NA	25	13.0	NA	NA
ENSG00000258941	NA	10	6.0	NA	NA
ENSG00000258947	NA	10	9.0	NA	NA
ENSG00000258948	NA	36	17.0	NA	NA
ENSG00000258986	NA	27	22.0	NA	NA
ENSG00000258999	NA	15	13.0	NA	NA
ENSG00000259005	NA	15	12.0	NA	NA
ENSG00000259024	NA	12	9.0	NA	NA
ENSG00000259030	NA	89	65.0	NA	NA
ENSG00000259038	NA	19	14.0	NA	NA
ENSG00000259048	NA	36	24.0	NA	NA
ENSG00000259054	NA	14	10.0	NA	NA
ENSG00000259065	NA	77	45.0	NA	NA
ENSG00000259070	NA	9	7.0	NA	NA
ENSG00000259073	NA	2	NA	NA	NA
ENSG00000259088	NA	7	6.0	NA	NA
ENSG00000259100	NA	9	5.0	NA	NA
ENSG00000259118	NA	20	1.0	NA	NA
ENSG00000259132	NA	8	7.0	NA	NA
ENSG00000259134	NA	28	21.0	NA	NA
ENSG00000259155	NA	11	11.0	NA	NA
ENSG00000259158	NA	37	19.0	NA	NA
ENSG00000259205	NA	42	30.0	NA	NA
ENSG00000259207	NA	53	33.0	NA	NA
ENSG00000259218	NA	42	30.0	NA	NA
ENSG00000259224	NA	4	4.0	NA	NA
ENSG00000259248	NA	14	12.0	NA	NA
ENSG00000259251	NA	20	9.0	NA	NA
ENSG00000259257	NA	3	1.0	NA	NA
ENSG00000259291	NA	28	23.0	NA	NA
ENSG00000259295	NA	47	24.0	NA	NA
ENSG00000259315	NA	23	5.0	NA	NA
ENSG00000259318	NA	10	5.0	NA	NA
ENSG00000259319	NA	42	24.0	NA	NA
ENSG00000259326	NA	51	28.0	NA	NA
ENSG00000259327	NA	15	12.0	NA	NA
ENSG00000259328	NA	115	24.0	NA	NA
ENSG00000259332	NA	26	21.0	NA	NA
ENSG00000259343	NA	31	15.0	NA	NA
ENSG00000259344	NA	58	NA	NA	NA
ENSG00000259357	NA	18	18.0	NA	NA
ENSG00000259358	NA	26	19.0	NA	NA
ENSG00000259363	NA	62	38.0	NA	NA
ENSG00000259367	NA	15	9.0	NA	NA
ENSG00000259376	NA	1	1.0	NA	NA
ENSG00000259378	NA	20	6.0	NA	NA
ENSG00000259380	NA	6	4.0	NA	NA
ENSG00000259387	NA	17	12.0	NA	NA
ENSG00000259404	NA	62	26.0	NA	NA
ENSG00000259407	NA	15	12.0	NA	NA
ENSG00000259416	NA	44	21.0	NA	NA
ENSG00000259417	NA	84	50.0	NA	NA
ENSG00000259420	NA	23	13.0	NA	NA
ENSG00000259429	NA	34	16.0	NA	NA
ENSG00000259433	NA	122	83.0	NA	NA
ENSG00000259439	NA	31	17.0	NA	NA
ENSG00000259446	NA	32	22.0	NA	NA
ENSG00000259448	NA	43	19.0	NA	NA
ENSG00000259456	NA	14	10.0	NA	NA
ENSG00000259472	NA	106	30.0	NA	NA
ENSG00000259479	NA	95	49.0	NA	NA
ENSG00000259495	NA	12	10.0	NA	NA
ENSG00000259498	NA	17	7.0	NA	NA
ENSG00000259511	NA	21	16.0	NA	NA
ENSG00000259519	NA	19	5.0	NA	NA
ENSG00000259520	NA	65	51.0	NA	NA
ENSG00000259536	NA	16	15.0	NA	NA
ENSG00000259539	NA	11	8.0	NA	NA
ENSG00000259540	NA	11	8.0	NA	NA
ENSG00000259548	NA	4	4.0	NA	NA
ENSG00000259551	NA	33	22.0	NA	NA
ENSG00000259562	NA	21	15.0	NA	NA
ENSG00000259577	NA	30	18.0	NA	NA
ENSG00000259583	NA	23	13.0	NA	NA
ENSG00000259590	NA	13	6.0	NA	NA
ENSG00000259623	NA	40	29.0	NA	NA
ENSG00000259634	NA	9	4.0	NA	NA
ENSG00000259642	NA	11	10.0	NA	NA
ENSG00000259648	NA	53	29.0	NA	NA
ENSG00000259658	NA	21	13.0	NA	NA
ENSG00000259659	NA	2	1.0	NA	NA
ENSG00000259668	NA	79	42.0	NA	NA
ENSG00000259673	NA	34	14.0	NA	NA
ENSG00000259683	NA	31	16.0	NA	NA
ENSG00000259687	NA	11	8.0	NA	NA
ENSG00000259694	NA	44	29.0	NA	NA
ENSG00000259705	NA	6	5.0	NA	NA
ENSG00000259706	NA	4	3.0	NA	NA
ENSG00000259715	NA	13	8.0	NA	NA
ENSG00000259721	NA	28	17.0	NA	NA
ENSG00000259726	NA	58	36.0	NA	NA
ENSG00000259728	NA	16	12.0	NA	NA
ENSG00000259744	NA	11	5.0	NA	NA
ENSG00000259751	NA	3	2.0	NA	NA
ENSG00000259755	NA	29	23.0	NA	NA
ENSG00000259758	NA	19	10.0	NA	NA
ENSG00000259762	NA	15	3.0	NA	NA
ENSG00000259774	NA	53	36.0	NA	NA
ENSG00000259775	NA	36	16.0	NA	NA
ENSG00000259782	NA	46	15.0	NA	NA
ENSG00000259785	NA	53	15.0	NA	NA
ENSG00000259796	NA	20	11.0	NA	NA
ENSG00000259797	NA	26	15.0	NA	NA
ENSG00000259799	NA	30	19.0	NA	NA
ENSG00000259807	NA	29	18.0	NA	NA
ENSG00000259814	NA	16	12.0	NA	NA
ENSG00000259820	NA	27	20.0	NA	NA
ENSG00000259826	NA	16	3.0	NA	NA
ENSG00000259828	NA	78	28.0	NA	NA
ENSG00000259845	NA	26	20.0	NA	NA
ENSG00000259865	NA	100	60.0	NA	NA
ENSG00000259877	NA	27	15.0	NA	NA
ENSG00000259881	NA	16	9.0	NA	NA
ENSG00000259891	NA	21	15.0	NA	NA
ENSG00000259901	NA	60	26.0	NA	NA
ENSG00000259933	NA	26	10.0	NA	NA
ENSG00000259937	NA	42	35.0	NA	NA
ENSG00000259940	NA	23	15.0	NA	NA
ENSG00000259942	NA	37	23.0	NA	NA
ENSG00000259943	NA	17	15.0	NA	NA
ENSG00000259946	NA	31	18.0	NA	NA
ENSG00000259953	NA	59	45.0	NA	NA
ENSG00000259954	NA	27	23.0	NA	NA
ENSG00000259959	NA	46	32.0	NA	NA
ENSG00000259964	NA	29	17.0	NA	NA
ENSG00000259969	NA	36	24.0	NA	NA
ENSG00000259972	NA	28	6.0	NA	NA
ENSG00000259976	NA	26	10.0	NA	NA
ENSG00000259984	NA	44	22.0	NA	NA
ENSG00000259994	NA	54	34.0	NA	NA
ENSG00000260000	NA	38	27.0	NA	NA
ENSG00000260001	NA	18	13.0	NA	NA
ENSG00000260005	NA	8	7.0	NA	NA
ENSG00000260006	NA	62	30.0	NA	NA
ENSG00000260019	NA	5	3.0	NA	NA
ENSG00000260023	NA	28	7.0	NA	NA
ENSG00000260032	NA	35	17.0	NA	NA
ENSG00000260034	NA	16	9.0	NA	NA
ENSG00000260038	NA	6	4.0	NA	NA
ENSG00000260054	NA	32	22.0	NA	NA
ENSG00000260065	NA	88	52.0	NA	NA
ENSG00000260070	NA	11	10.0	NA	NA
ENSG00000260075	NA	39	17.0	NA	NA
